,DBS1,DBS2,DBS3,DBS4,DBS5,DBS7,DBS8,DBS10,DBS11,DBS12,DBS13,DBS14,DBS15,DBS16,DBS17,DBS18,DBS19,DBS20,DBS21,DBS22,DBS23,DBS24,DBS25,DBS26,DBS27,DBS28,DBS29,DBS30,DBS31,DBS32,DBS33,DBS34,DBS35,DBS36,DBS37,DBS38,DBS39,DBS40,DBS41
Ovary.AdenoCA..SP66687,0,0,0,0,0,0,0,0,0,0,20.5709316131515,0,0,0,0,0,0,16.429068386854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary.AdenoCA..SP66960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary.AdenoCA..SP67346,0,0,0,0,0,0,0,0,0,0,23.1703200179904,0,0,0,0,0,43.4769727121285,18.5050817959789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary.AdenoCA..SP67428,0,0,0,0,0,0,0,0,0,0,56.1530835926567,0,0,0,0,0,0,44.8469164073582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary.AdenoCA..SP67609,0,0,0,0,0,0,0,0,0,0,59.4889103407353,0,0,0,0,0,0,47.5110896592804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary.AdenoCA..SP68348,0,0,0,0,0,0,0,0,0,0,70.3573253311717,0,0,0,0,0,0,56.1911988780789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary.AdenoCA..SP68659,0,0,0,0,0,0,0,0,0,0,27.2425851093086,0,0,0,0,0,0,21.7574148906985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary.AdenoCA..SP68725,0,0,0,0,0,0,0,0,0,0,20.0149604884717,0,0,0,0,0,0,15.9850395115336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary.AdenoCA..SP69077,0,0,0,0,0,0,0,0,0,0,78.3919285798474,0,0,0,0,0,0,62.6080714201733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary.AdenoCA..SP69155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP69565,0,0,0,0,0,0,0,0,0,0,40.0299209769434,0,0,0,0,0,0,31.9700790230672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP69705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP72262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP69762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP69812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP76136,0,0,0,0,70.148985791365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7238035732783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP69898,0,0,0,0,0,0,0,0,0,0,20.5709316131515,0,0,0,0,0,0,16.429068386854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70106,0,0,0,0,0,0,0,0,0,0,53.9291990939376,0,0,0,0,0,0,43.0708009060767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70202,0,0,0,0,0,0,0,0,0,0,30.5784118573873,0,0,0,0,0,0,24.4215881426208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70288,0,0,0,0,0,0,0,0,0,0,13.8992781169942,0,0,0,0,0,0,11.1007218830095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70465,0,0,0,0,0,0,0,0,0,0,15.0112203663538,0,0,0,0,0,0,11.9887796336502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP110770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP70956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP71084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP71228,0,0,0,0,0,0,0,0,0,0,21.682873862511,0,0,0,0,0,0,17.3171261374947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP71404,0,0,0,0,0,0,0,0,0,0,17.2351048650728,0,0,0,0,0,0,13.7648951349317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP71456,0,0,0,0,0,0,0,0,0,0,18.3470471144324,0,0,0,0,0,0,14.6529528855725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP71552,0,0,0,0,0,0,0,0,0,0,19.4589893637919,0,0,0,0,0,0,15.5410106362132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP71734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP71758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP110779,0,0,0,0,0,0,0,0,0,0,15.5671914910335,0,0,0,0,0,0,12.4328085089706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP71846,0,0,0,0,0,0,0,0,0,0,27.7985562339884,0,0,0,0,0,0,22.2014437660189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP71950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP71974,0,0,0,0,0,0,0,0,0,0,52.2612857198983,0,0,0,0,0,0,41.7387142801155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP73263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP75681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP76017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP74896,0,0,0,0,0,0,0,0,0,0,13.8992781169942,0,0,0,0,0,0,11.1007218830095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP75322,0,0,0,0,0,0,0,0,0,0,30.5784118573873,0,0,0,0,0,0,24.4215881426208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP110803,0,0,0,0,0,0,0,0,0,0,15.5671914910335,0,0,0,0,0,0,12.4328085089706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP75977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP76057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP110822,0,0,0,0,0,0,0,0,0,0,41.1418632263029,0,0,0,0,0,0,32.858136773708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP76353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP110789,0,0,0,0,0,0,0,0,0,0,53.3732279692578,0,0,0,0,0,0,42.6267720307563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP76515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP76675,0,0,0,0,0,0,0,0,0,0,48.3694878471399,0,0,0,0,0,0,38.6305121528729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP76843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP76867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP76915,0,0,0,0,0,0,0,0,0,0,23.3507872365503,0,0,0,0,0,0,18.6492127634559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP77131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP77203,0,0,0,0,0,0,0,0,0,0,63.3807082134937,0,0,0,0,0,0,50.6192917865231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP107770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP107784,0,0,0,0,0,0,0,0,0,0,16.1231626157133,0,0,0,0,0,0,12.876837384291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP107786,0,0,0,0,0,0,0,0,0,0,28.910498483348,0,0,0,0,0,0,23.0895015166597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP107805,0,0,0,0,0,0,0,0,0,0,15.0112203663538,0,0,0,0,0,0,11.9887796336502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP107813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP107874,0,0,0,0,0,0,0,0,0,0,21.1269027378312,0,0,0,0,0,0,16.8730972621744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP107915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP107945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP107952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP107956,0,0,0,0,0,0,0,0,0,0,16.6791337403931,0,0,0,0,0,0,13.3208662596113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP108017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP108020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP108065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP108068,0,0,0,0,0,0,0,0,0,0,15.5671914910335,0,0,0,0,0,0,12.4328085089706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP108088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP108123,0,0,0,0,0,0,0,0,0,0,13.8992781169942,0,0,0,0,0,0,11.1007218830095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125713,0,0,0,0,0,0,0,0,0,0,55.0411413432971,0,0,0,0,0,0,43.9588586567174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125804,0,0,0,0,0,0,0,0,0,0,87.2874665747237,0,0,0,0,0,0,69.7125334252993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125778,0,0,0,0,0,0,0,0,0,0,44.0634187879237,0,0,0,0,0,0,188.936581212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125777,0,0,0,0,0,0,0,0,0,0,55.0411413432971,0,0,0,0,0,0,43.9588586567174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117323,0,0,0,0,0,0,0,0,0,0,26.6866139846289,0,0,0,0,0,0,21.3133860153781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125771,0,0,0,0,0,0,0,0,0,0,31.6903541067468,0,0,0,0,0,0,25.3096458932615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP77872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP77972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117568,0,0,0,0,0,0,0,0,0,0,24.4627294859098,0,0,0,0,0,0,19.5372705140966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117216,0,0,0,0,0,0,0,0,0,0,16.1231626157133,0,0,0,0,0,0,12.876837384291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117643,0,0,0,0,0,0,0,0,0,0,85.0635820760046,0,0,0,0,0,0,67.9364179240178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125721,0,0,0,0,0,0,0,0,0,0,14.455249241674,0,0,0,0,0,0,11.5447507583298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125704,0,0,0,0,0,0,0,0,0,0,17.7910759897526,0,0,0,0,0,0,14.2089240102521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117165,0,0,0,0,0,0,0,0,0,0,18.3470471144324,0,0,0,0,0,0,14.6529528855725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP118048,0,0,0,0,0,0,0,0,0,0,48.9254589718197,0,0,0,0,0,0,39.0745410281933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125764,0,0,0,0,0,0,0,0,0,0,112.306167185313,0,0,0,0,0,0,89.6938328147164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117201,0,0,0,0,0,0,0,0,0,0,22.2388449871908,0,0,0,0,0,0,17.7611550128151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP116985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117980,0,0,0,0,0,0,0,0,0,0,16.6791337403931,0,0,0,0,0,0,13.3208662596113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117291,0,0,0,0,0,0,0,0,0,0,15.5671914910335,0,0,0,0,0,0,12.4328085089706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117745,0,0,0,0,0,0,0,0,0,0,14.455249241674,0,0,0,0,0,0,11.5447507583298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117290,0,0,0,0,0,0,0,0,0,0,16.1231626157133,0,0,0,0,0,0,12.876837384291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125696,0,0,0,0,0,0,0,0,0,0,19.4589893637919,0,0,0,0,0,0,15.5410106362132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117340,0,0,0,0,0,0,0,0,0,0,21.682873862511,0,0,0,0,0,0,17.3171261374947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125770,0,0,0,0,0,0,0,0,0,0,37.5892898090992,0,0,30.782910538176,0,0,0,101.627799652762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125756,0,0,0,0,0,0,0,0,0,0,57.820996966696,0,0,0,0,0,0,46.1790030333193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125693,0,0,0,0,0,0,0,0,0,0,20.5709316131515,0,0,0,0,0,0,16.429068386854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125719,0,0,0,0,0,0,0,0,0,0,21.682873862511,0,0,0,0,0,0,17.3171261374947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125786,0,0,0,0,0,0,0,0,0,0,41.1418632263029,0,0,0,0,0,0,32.858136773708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP118083,0,0,0,0,105.915943906509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125691,0,0,0,0,0,0,0,0,0,0,24.4627294859098,0,0,0,0,0,0,19.5372705140966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117351,0,0,0,0,0,0,0,0,0,0,15.5671914910335,0,0,0,0,0,0,12.4328085089706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP116965,0,0,0,0,0,0,0,0,0,0,143.99652129206,0,0,0,0,0,0,115.003478707978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP116949,0,0,0,0,0,0,0,0,0,0,22.7948161118705,0,0,0,0,0,0,18.2051838881355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117656,0,0,0,0,0,0,0,0,0,0,46.7015744731006,0,0,0,0,0,0,37.2984255269117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125714,0,0,0,0,0,0,0,0,0,0,22.7948161118705,0,0,0,0,0,0,18.2051838881355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP125783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panc.AdenoCA..SP117760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
